"Entry"	"Entry Name"	"Protein names"	"Gene Names"	"Organism"	"Gene Ontology IDs"	"Gene Ontology (GO)"	"Gene Ontology (biological process)"	"Gene Ontology (cellular component)"	"Gene Ontology (molecular function)"	"Organism (ID)"	"Gene Names (synonym)"	"Gene Names (ordered locus)"	"Gene Names (ORF)"	"Gene Names (primary)"	"Proteomes"	"Protein families"	"RefSeq"	"KEGG"	"GeneID"	"EnsemblBacteria"	"Annotation"	"Keywords"	"Caution"	"Keyword ID"	"Miscellaneous [CC]"	"Protein existence"	"Reviewed"	"Tools"	"UniParc"	"Comments"	"Features"	"Taxonomic lineage"	"Taxonomic lineage (Ids)"	"Virus hosts"	"Intramembrane"	"Subcellular location [CC]"	"Topological domain"	"Transmembrane"
"Q8PUP2"	"Q8PUP2_METMA"	"Cell surface protein"	"MM_2290"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0008745; GO:0009253"	"N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253]"	"peptidoglycan catabolic process [GO:0009253]"		"N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]"	192952		"MM_2290"			"UP000000595: Chromosome"			"mma:MM_2290;"		"AAM31986;"	1					"Predicted"	"unreviewed"		"UPI0000069097"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUP3"	"Q8PUP3_METMA"	"Polymerase/histidinol phosphatase N-terminal domain-containing protein"	"MM_2289"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003824"	"catalytic activity [GO:0003824]"			"catalytic activity [GO:0003824]"	192952		"MM_2289"			"UP000000595: Chromosome"		"WP_011034214.1;"	"mma:MM_2289;"	"1480631;"	"AAM31985;"	1					"Predicted"	"unreviewed"		"UPI0000069096"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUP5"	"Q8PUP5_METMA"	"DUF1275 domain-containing protein"	"MM_2287"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016020"	"membrane [GO:0016020]"		"membrane [GO:0016020]"		192952		"MM_2287"			"UP000000595: Chromosome"		"WP_011034212.1;"	"mma:MM_2287;"	"1480629;"	"AAM31983;"	1	"Membrane;Transmembrane;Transmembrane helix"		"KW-0472; KW-0812; KW-1133"		"Predicted"	"unreviewed"		"UPI0000069094"		"Transmembrane (6)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					"TRANSMEM 21..42; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 71..91; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 103..122; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 128..145; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 184..206; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 212..229; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8PUP6"	"Q8PUP6_METMA"	"Conserved protein"	"MM_2286"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2286"			"UP000000595: Chromosome"			"mma:MM_2286;"		"AAM31982;"	1					"Predicted"	"unreviewed"		"UPI0000069093"		"Compositional bias (1); Domain (1); Region (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUP7"	"Q8PUP7_METMA"	"Conserved protein"	"MM_2285"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2285"			"UP000000595: Chromosome"		"WP_048043761.1;"	"mma:MM_2285;"	"43445847;"	"AAM31981;"	1					"Predicted"	"unreviewed"		"UPI0000069092"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUP8"	"Q8PUP8_METMA"	"Conserved protein"	"MM_2284"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016020"	"membrane [GO:0016020]"		"membrane [GO:0016020]"		192952		"MM_2284"			"UP000000595: Chromosome"			"mma:MM_2284;"		"AAM31980;"	1	"Membrane;Transmembrane;Transmembrane helix"		"KW-0472; KW-0812; KW-1133"		"Predicted"	"unreviewed"		"UPI0000069091"		"Transmembrane (6)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					"TRANSMEM 7..23; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 29..47; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 56..77; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 89..110; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 122..142; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 154..179; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8PUQ2"	"Q8PUQ2_METMA"	"Conserved protein"	"MM_2280"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2280"			"UP000000595: Chromosome"		"WP_011034207.1;"	"mma:MM_2280;"	"1480622;"	"AAM31976;"	1					"Predicted"	"unreviewed"		"UPI000006908D"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUQ5"	"Q8PUQ5_METMA"	"Hypothetical sensory transduction histidine kinase (EC 2.7.3.-)"	"MM_2277"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016301; GO:0016310"	"kinase activity [GO:0016301]; phosphorylation [GO:0016310]"	"phosphorylation [GO:0016310]"		"kinase activity [GO:0016301]"	192952		"MM_2277"			"UP000000595: Chromosome"		"WP_011034204.1;"	"mma:MM_2277;"	"25392711;"	"AAM31973;"	1	"Coiled coil;Kinase;Transferase"		"KW-0175; KW-0418; KW-0808"		"Predicted"	"unreviewed"		"UPI000006908B"		"Coiled coil (3); Domain (9)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUQ6"	"Q8PUQ6_METMA"	"Hypothetical sensory transduction histidine kinase (EC 2.7.3.-)"	"MM_2276"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0006355; GO:0016301; GO:0016310"	"kinase activity [GO:0016301]; phosphorylation [GO:0016310]; regulation of DNA-templated transcription [GO:0006355]"	"phosphorylation [GO:0016310]; regulation of DNA-templated transcription [GO:0006355]"		"kinase activity [GO:0016301]"	192952		"MM_2276"			"UP000000595: Chromosome"		"WP_011034203.1;"	"mma:MM_2276;"	"25392710;"	"AAM31972;"	1	"Coiled coil;Kinase;Transferase"		"KW-0175; KW-0418; KW-0808"		"Predicted"	"unreviewed"		"UPI000006908A"		"Coiled coil (1); Domain (10)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUQ7"	"Q8PUQ7_METMA"	"Hypothetical sensory transduction histidine kinase (EC 2.7.3.-)"	"MM_2275"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016301; GO:0016310"	"kinase activity [GO:0016301]; phosphorylation [GO:0016310]"	"phosphorylation [GO:0016310]"		"kinase activity [GO:0016301]"	192952		"MM_2275"			"UP000000595: Chromosome"		"WP_011034202.1;"	"mma:MM_2275;"	"1480617;"	"AAM31971;"	1	"Kinase;Transferase"		"KW-0418; KW-0808"		"Predicted"	"unreviewed"		"UPI0000069089"		"Domain (7)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUR9"	"Q8PUR9_METMA"	"Conserved protein"	"MM_2262"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0046872; GO:0051539"	"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]"			"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]"	192952		"MM_2262"			"UP000000595: Chromosome"		"WP_011034190.1;"	"mma:MM_2262;"	"1480604;"	"AAM31958;"	1	"4Fe-4S;Iron;Iron-sulfur;Metal-binding"		"KW-0004; KW-0408; KW-0411; KW-0479"		"Predicted"	"unreviewed"		"UPI0000069084"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS0"	"Q8PUS0_METMA"	"Conserved protein"	"MM_2261"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0003700; GO:0046872; GO:0051539"	"4 iron, 4 sulfur cluster binding [GO:0051539]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]"			"4 iron, 4 sulfur cluster binding [GO:0051539]; DNA-binding transcription factor activity [GO:0003700]; metal ion binding [GO:0046872]"	192952		"MM_2261"			"UP000000595: Chromosome"			"mma:MM_2261;"		"AAM31957;"	1	"4Fe-4S;Iron;Iron-sulfur;Metal-binding"		"KW-0004; KW-0408; KW-0411; KW-0479"		"Predicted"	"unreviewed"		"UPI0000069083"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS1"	"Q8PUS1_METMA"	"DrsE domain-containing protein"	"MM_2260"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2260"			"UP000000595: Chromosome"			"mma:MM_2260;"		"AAM31956;"	1					"Predicted"	"unreviewed"		"UPI0000069082"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS2"	"Q8PUS2_METMA"	"Conserved protein"	"MM_2259"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2259"			"UP000000595: Chromosome"		"WP_011034187.1;"	"mma:MM_2259;"	"24878986;"	"AAM31955;"	1					"Predicted"	"unreviewed"		"UPI0000069081"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS3"	"Q8PUS3_METMA"	"Conserved protein"	"MM_2258"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0002143; GO:0005737"	"cytoplasm [GO:0005737]; tRNA wobble position uridine thiolation [GO:0002143]"	"tRNA wobble position uridine thiolation [GO:0002143]"	"cytoplasm [GO:0005737]"		192952		"MM_2258"			"UP000000595: Chromosome"		"WP_011034186.1;"	"mma:MM_2258;"	"24865585;"	"AAM31954;"	1					"Predicted"	"unreviewed"		"UPI0000069080"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS4"	"Q8PUS4_METMA"	"Conserved protein"	"MM_2257"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2257"			"UP000000595: Chromosome"			"mma:MM_2257;"		"AAM31953;"	1					"Predicted"	"unreviewed"		"UPI000006907F"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS5"	"Q8PUS5_METMA"	"Conserved protein"	"MM_2256"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2256"			"UP000000595: Chromosome"		"WP_011034184.1;"	"mma:MM_2256;"	"24878983;"	"AAM31952;"	1					"Predicted"	"unreviewed"		"UPI000006907E"		"Domain (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS6"	"Q8PUS6_METMA"	"Conserved protein"	"MM_2255"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016020"	"membrane [GO:0016020]"		"membrane [GO:0016020]"		192952		"MM_2255"			"UP000000595: Chromosome"			"mma:MM_2255;"		"AAM31951;"	1	"Membrane;Transmembrane;Transmembrane helix"		"KW-0472; KW-0812; KW-1133"		"Predicted"	"unreviewed"		"UPI000006907D"		"Transmembrane (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					"TRANSMEM 12..35; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 73..95; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8PUS7"	"Q8PUS7_METMA"	"Conserved protein"	"MM_2254"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2254"			"UP000000595: Chromosome"		"WP_011034182.1;"	"mma:MM_2254;"	"24878981;"	"AAM31950;"	1					"Predicted"	"unreviewed"		"UPI000006907C"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS8"	"Q8PUS8_METMA"	"Dihydropyrimidinase (EC 3.5.2.2)"	"MM_2253"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0004157"	"dihydropyrimidinase activity [GO:0004157]"			"dihydropyrimidinase activity [GO:0004157]"	192952		"MM_2253"			"UP000000595: Chromosome"		"WP_011034181.1;"	"mma:MM_2253;"	"1480595;"	"AAM31949;"	1	"Hydrolase"		"KW-0378"		"Predicted"	"unreviewed"		"UPI000006907B"		"Domain (2)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUS9"	"Q8PUS9_METMA"	"Conserved protein"	"MM_2252"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0016020"	"membrane [GO:0016020]"		"membrane [GO:0016020]"		192952		"MM_2252"			"UP000000595: Chromosome"		"WP_011034180.1;"	"mma:MM_2252;"	"24878979;"	"AAM31948;"	1	"Membrane;Transmembrane;Transmembrane helix"		"KW-0472; KW-0812; KW-1133"		"Predicted"	"unreviewed"		"UPI000006907A"		"Domain (1); Transmembrane (1)"	"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					"TRANSMEM 16..37; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius"""
"Q8PUT0"	"Q8PUT0_METMA"	"Tetrahydromethanopterin S-methyltransferase, subunit A (EC 2.1.1.86)"	"MM_2251"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"	"GO:0006730; GO:0006814; GO:0030269; GO:0032259; GO:0050897"	"cobalt ion binding [GO:0050897]; tetrahydromethanopterin S-methyltransferase activity [GO:0030269]; methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; sodium ion transport [GO:0006814]"	"methylation [GO:0032259]; one-carbon metabolic process [GO:0006730]; sodium ion transport [GO:0006814]"		"cobalt ion binding [GO:0050897]; tetrahydromethanopterin S-methyltransferase activity [GO:0030269]"	192952		"MM_2251"			"UP000000595: Chromosome"		"WP_011034179.1;"	"mma:MM_2251;"	"44087978;66136253;"	"AAM31947;"	1	"Methyltransferase;One-carbon metabolism;Transferase"		"KW-0489; KW-0554; KW-0808"		"Predicted"	"unreviewed"		"UPI0000069079"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
"Q8PUT1"	"Q8PUT1_METMA"	"Conserved protein"	"MM_2250"	"Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)"						192952		"MM_2250"			"UP000000595: Chromosome"		"WP_011034178.1;"	"mma:MM_2250;"	"44087977;66136254;"	"AAM31946;"	1					"Predicted"	"unreviewed"		"UPI0000069078"			"Methanosarcina mazei (species), Methanosarcina (genus), Methanosarcinaceae (family), Methanosarcinales (order), Methanomicrobia (class), Stenosarchaea group (no rank), Euryarchaeota (phylum), Archaea (superkingdom), cellular organisms (no rank)"	"2209 (species), 2207 (genus), 2206 (family), 94695 (order), 224756 (class), 2290931 (no rank), 28890 (phylum), 2157 (superkingdom), 131567 (no rank)"					
